NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_REGIAO_GEOG_INTERM;CO_REGIAO_GEOG_INTERM;NO_REGIAO_GEOG_IMED;CO_REGIAO_GEOG_IMED;NO_DISTRITO;CO_DISTRITO;NO_SUBDISTRITO;CO_SUBDISTRITO;NO_ENTIDADE;CO_ENTIDADE;CO_REDE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_PODER_PUBLICO_PARCERIA;TP_PODER_PUBLICO_PARCERIA;QT_MAT_BAS;QT_MAT_INF;QT_MAT_INF_CRE;QT_MAT_INF_PRE;QT_MAT_FUND;QT_MAT_FUND_AI;QT_MAT_FUND_AI_1;QT_MAT_FUND_AI_2;QT_MAT_FUND_AI_3;QT_MAT_FUND_AI_4;QT_MAT_FUND_AI_5;QT_MAT_FUND_AF;QT_MAT_FUND_AF_6;QT_MAT_FUND_AF_7;QT_MAT_FUND_AF_8;QT_MAT_FUND_AF_9;QT_MAT_MED;QT_MAT_MED_1;QT_MAT_MED_2;QT_MAT_MED_3;QT_MAT_MED_4;QT_MAT_MED_NS;QT_MAT_MED_PROP;QT_MAT_MED_PROP_1;QT_MAT_MED_PROP_2;QT_MAT_MED_PROP_3;QT_MAT_MED_PROP_4;QT_MAT_MED_PROP_NS;QT_MAT_MED_IFTP_CT;QT_MAT_MED_IFTP_CT_MT;QT_MAT_MED_IFTP_CT_OTME;QT_MAT_MED_IFTP_CT_OE;QT_MAT_MED_IFTP_CT_1;QT_MAT_MED_IFTP_CT_2;QT_MAT_MED_IFTP_CT_3;QT_MAT_MED_IFTP_CT_4;QT_MAT_MED_IFTP_CT_NS;QT_MAT_MED_IFTP_QP;QT_MAT_MED_IFTP_QP_MT;QT_MAT_MED_IFTP_QP_OTME;QT_MAT_MED_IFTP_QP_OE;QT_MAT_MED_IFTP_QP_1;QT_MAT_MED_IFTP_QP_2;QT_MAT_MED_IFTP_QP_3;QT_MAT_MED_IFTP_QP_4;QT_MAT_MED_IFTP_QP_NS;QT_MAT_MED_NM;QT_MAT_MED_NM_1;QT_MAT_MED_NM_2;QT_MAT_MED_NM_3;QT_MAT_MED_NM_4;QT_MAT_MED_IFA;QT_MAT_MED_IFA_LING;QT_MAT_MED_IFA_LING_MT;QT_MAT_MED_IFA_LING_OTME;QT_MAT_MED_IFA_LING_OE;QT_MAT_MED_IFA_MATE;QT_MAT_MED_IFA_MATE_MT;QT_MAT_MED_IFA_MATE_OTME;QT_MAT_MED_IFA_MATE_OE;QT_MAT_MED_IFA_CIENC;QT_MAT_MED_IFA_CIENC_MT;QT_MAT_MED_IFA_CIENC_OTME;QT_MAT_MED_IFA_CIENC_OE;QT_MAT_MED_IFA_HUMA;QT_MAT_MED_IFA_HUMA_MT;QT_MAT_MED_IFA_HUMA_OTME;QT_MAT_MED_IFA_HUMA_OE;QT_MAT_PROF;QT_MAT_PROF_TEC;QT_MAT_PROF_TEC_CONC;QT_MAT_PROF_TEC_SUBS;QT_MAT_PROF_TEC_IFTP_CT;QT_MAT_PROF_NAO_TEC;QT_MAT_PROF_IFTP_QP;QT_MAT_PROF_FIC_CONC;QT_MAT_EJA;QT_MAT_EJA_FUND;QT_MAT_EJA_FUND_NPROF;QT_MAT_EJA_FUND_AI;QT_MAT_EJA_FUND_AF;QT_MAT_EJA_FUND_FIC;QT_MAT_EJA_MED;QT_MAT_EJA_MED_NPROF;QT_MAT_EJA_MED_FIC;QT_MAT_EJA_MED_TEC;QT_MAT_ESP;QT_MAT_ESP_INF;QT_MAT_ESP_INF_CRE;QT_MAT_ESP_INF_PRE;QT_MAT_ESP_FUND;QT_MAT_ESP_FUND_AI;QT_MAT_ESP_FUND_AF;QT_MAT_ESP_MED;QT_MAT_ESP_PROF;QT_MAT_ESP_PROF_TEC;QT_MAT_ESP_EJA;QT_MAT_ESP_EJA_FUND;QT_MAT_ESP_EJA_MED;QT_MAT_ESP_CC;QT_MAT_ESP_CC_INF;QT_MAT_ESP_CC_INF_CRE;QT_MAT_ESP_CC_INF_PRE;QT_MAT_ESP_CC_FUND;QT_MAT_ESP_CC_FUND_AI;QT_MAT_ESP_CC_FUND_AF;QT_MAT_ESP_CC_MED;QT_MAT_ESP_CC_PROF;QT_MAT_ESP_CC_PROF_TEC;QT_MAT_ESP_CC_EJA;QT_MAT_ESP_CC_EJA_FUND;QT_MAT_ESP_CC_EJA_MED;QT_MAT_ESP_CE;QT_MAT_ESP_CE_INF;QT_MAT_ESP_CE_INF_CRE;QT_MAT_ESP_CE_INF_PRE;QT_MAT_ESP_CE_FUND;QT_MAT_ESP_CE_FUND_AI;QT_MAT_ESP_CE_FUND_AF;QT_MAT_ESP_CE_MED;QT_MAT_ESP_CE_PROF;QT_MAT_ESP_CE_PROF_TEC;QT_MAT_ESP_CE_EJA;QT_MAT_ESP_CE_EJA_FUND;QT_MAT_ESP_CE_EJA_MED;QT_MAT_BAS_FEM;QT_MAT_BAS_MASC;QT_MAT_BAS_ND;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_MAT_BAS_0_3;QT_MAT_BAS_4_5;QT_MAT_BAS_6_10;QT_MAT_BAS_11_14;QT_MAT_BAS_15_17;QT_MAT_BAS_18_MAIS;QT_MAT_BAS_0_3_REF_31_03;QT_MAT_BAS_4_5_REF_31_03;QT_MAT_BAS_6_10_REF_31_03;QT_MAT_BAS_11_14_REF_31_03;QT_MAT_BAS_15_17_REF_31_03;QT_MAT_BAS_18_MAIS_REF_31_03;QT_MAT_BAS_D;QT_MAT_BAS_DM;QT_MAT_BAS_DV;QT_MAT_BAS_N;QT_MAT_BAS_EAD;QT_MAT_INF_CRE_D;QT_MAT_INF_CRE_DM;QT_MAT_INF_CRE_DV;QT_MAT_INF_CRE_N;QT_MAT_INF_PRE_D;QT_MAT_INF_PRE_DM;QT_MAT_INF_PRE_DV;QT_MAT_INF_PRE_N;QT_MAT_FUND_D;QT_MAT_FUND_DM;QT_MAT_FUND_DV;QT_MAT_FUND_N;QT_MAT_FUND_AI_D;QT_MAT_FUND_AI_DM;QT_MAT_FUND_AI_DV;QT_MAT_FUND_AI_N;QT_MAT_FUND_AF_D;QT_MAT_FUND_AF_DM;QT_MAT_FUND_AF_DV;QT_MAT_FUND_AF_N;QT_MAT_MED_D;QT_MAT_MED_DM;QT_MAT_MED_DV;QT_MAT_MED_N;QT_MAT_MED_EAD;QT_MAT_PROF_D;QT_MAT_PROF_DM;QT_MAT_PROF_DV;QT_MAT_PROF_N;QT_MAT_PROF_EAD;QT_MAT_PROF_TEC_D;QT_MAT_PROF_TEC_DM;QT_MAT_PROF_TEC_DV;QT_MAT_PROF_TEC_N;QT_MAT_PROF_TEC_EAD;QT_MAT_EJA_D;QT_MAT_EJA_DM;QT_MAT_EJA_DV;QT_MAT_EJA_N;QT_MAT_EJA_EAD;QT_MAT_EJA_FUND_D;QT_MAT_EJA_FUND_DM;QT_MAT_EJA_FUND_DV;QT_MAT_EJA_FUND_N;QT_MAT_EJA_FUND_EAD;QT_MAT_EJA_MED_D;QT_MAT_EJA_MED_DM;QT_MAT_EJA_MED_DV;QT_MAT_EJA_MED_N;QT_MAT_EJA_MED_EAD;QT_MAT_ESP_D;QT_MAT_ESP_DM;QT_MAT_ESP_DV;QT_MAT_ESP_N;QT_MAT_ESP_EAD;QT_MAT_ESP_CC_D;QT_MAT_ESP_CC_DM;QT_MAT_ESP_CC_DV;QT_MAT_ESP_CC_N;QT_MAT_ESP_CC_EAD;QT_MAT_ESP_CE_D;QT_MAT_ESP_CE_DM;QT_MAT_ESP_CE_DV;QT_MAT_ESP_CE_N;QT_MAT_ESP_CE_EAD;QT_MAT_BAS_INT;QT_MAT_INF_INT;QT_MAT_INF_CRE_INT;QT_MAT_INF_PRE_INT;QT_MAT_FUND_INT;QT_MAT_FUND_AI_INT;QT_MAT_FUND_AF_INT;QT_MAT_MED_INT;QT_MAT_PROF_INT;QT_MAT_PROF_TEC_INT;QT_MAT_EJA_INT;QT_MAT_EJA_FUND_INT;QT_MAT_EJA_MED_INT;QT_MAT_ESP_INT;QT_MAT_ESP_CC_INT;QT_MAT_ESP_CE_INT;QT_MAT_BAS_LIBRAS;QT_MAT_ZR_URB;QT_MAT_ZR_RUR;QT_MAT_ZR_NA;QT_TRANSP_PUBLICO;QT_TRANSP_RESP_EST;QT_TRANSP_RESP_MUN
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;FORTEC ESCOLA TECNICA;35175024;2;4;1;1;0;0;;866;225;164;61;306;187;31;45;41;39;31;119;28;27;35;29;112;32;45;35;0;0;0;0;0;0;0;0;112;112;0;0;32;45;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;335;335;9;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;14;5;9;1;3;3;0;0;0;17;0;0;0;14;5;9;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407;459;342;281;20;217;5;1;154;68;186;119;119;220;166;60;189;120;112;219;643;265;378;223;0;164;34;130;0;61;0;61;0;306;119;187;0;187;0;187;0;119;119;0;0;112;112;0;0;0;112;112;0;223;0;112;112;0;223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;5;2;0;15;10;5;2;0;0;0;0;0;0;77;72;72;0;5;0;5;0;0;0;0;0;0;0;0;0;0;863;3;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;CUBATAO ATENEU;35189522;2;4;1;1;0;0;;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LUIZ PIERUZZI NETTO PROF DR UNIDADE MUNICIPAL DE ENSINO;35193902;1;3;;1;0;0;;673;0;0;0;673;177;0;0;0;84;93;496;140;143;85;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;53;18;35;0;0;0;0;0;0;53;0;0;0;53;18;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331;342;25;282;28;336;2;0;0;0;125;479;69;0;0;0;142;495;36;0;673;356;317;0;0;0;0;0;0;0;0;0;0;673;356;317;0;177;0;177;0;496;356;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;28;25;0;0;53;28;25;0;0;0;0;0;0;0;29;0;0;0;29;14;15;0;0;0;0;0;0;29;29;0;0;670;3;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO ACRE UNIDADE MUNICIPAL DE ENSINO;35197359;1;3;;1;0;0;;58;58;30;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;1;5;0;0;0;0;0;0;0;0;0;6;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;1;25;5;27;0;0;26;29;3;0;0;0;30;28;0;0;0;0;58;30;28;0;0;30;30;0;0;28;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;5;0;0;6;1;5;0;0;0;0;0;0;0;6;6;1;5;0;0;0;0;0;0;0;0;0;6;6;0;0;58;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ESTADO DO MARANHAO UNIDADE MUNICIPAL DE ENSINO;35197361;1;3;;1;0;0;;81;81;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;0;6;0;0;0;0;0;0;0;0;0;6;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;33;31;23;0;26;1;0;0;75;6;0;0;0;0;81;0;0;0;0;81;0;81;0;0;0;0;0;0;81;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;6;0;6;0;0;0;0;0;0;0;81;81;0;81;0;0;0;0;0;0;0;0;0;6;6;0;0;81;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ARACY ESTEVES SOARES CAMPOS UNIDADE MUNICIPAL DE ENSINO;35198985;1;3;;1;0;0;;130;130;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;64;84;20;5;21;0;0;119;11;0;0;0;0;130;0;0;0;0;0;130;39;91;0;0;130;39;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;3;1;2;0;0;0;0;0;0;0;55;55;55;0;0;0;0;0;0;0;0;0;0;3;3;0;0;128;2;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARIO DE OLIVEIRA MOREIRA UNIDADE MUNICIPAL DE ENSINO;35198997;1;3;;1;0;0;;302;0;0;0;302;180;28;29;45;36;42;122;31;31;26;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;66;41;25;0;0;0;0;0;0;66;0;0;0;66;41;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;165;177;83;3;39;0;0;0;0;170;119;13;0;0;0;177;118;7;0;302;122;180;0;0;0;0;0;0;0;0;0;0;302;122;180;0;180;0;180;0;122;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;25;41;0;0;66;25;41;0;0;0;0;0;0;0;80;0;0;0;80;74;6;0;0;0;0;0;0;33;33;0;0;301;1;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LUIZ GUSTAVO DE LIMA UNIDADE MUNICIPAL DE ENSINO;35199000;1;3;;1;0;0;;466;0;0;0;466;466;82;75;80;105;124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;41;41;0;0;0;0;0;0;0;41;0;0;0;41;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;232;234;74;182;14;196;0;0;0;0;416;50;0;0;0;0;442;24;0;0;466;229;237;0;0;0;0;0;0;0;0;0;0;466;229;237;0;466;229;237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;20;21;0;0;41;20;21;0;0;0;0;0;0;0;40;0;0;0;40;40;0;0;0;0;0;0;0;40;40;0;0;464;2;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ELZA SILVA DOS SANTOS UNIDADE MUNICIPAL DE ENSINO;35209545;1;3;;1;0;0;;555;219;0;219;336;336;102;117;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;25;0;25;22;22;0;0;0;0;0;0;0;47;25;0;25;22;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;278;277;24;177;21;333;0;0;0;194;361;0;0;0;0;219;336;0;0;0;555;236;319;0;0;0;0;0;0;219;97;122;0;336;139;197;0;336;139;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;17;30;0;0;47;17;30;0;0;0;0;0;0;0;38;19;0;19;19;19;0;0;0;0;0;0;0;38;38;0;0;555;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;MARTA MAGALI DA SILVA MADEIRA PROFA UME;35235027;1;3;;1;0;0;;118;118;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0;0;0;0;0;0;0;0;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;66;85;15;4;14;0;0;110;8;0;0;0;0;118;0;0;0;0;0;118;33;85;0;0;118;33;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;0;0;6;2;4;0;0;0;0;0;0;0;50;50;50;0;0;0;0;0;0;0;0;0;0;1;1;0;0;118;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;JARDIM CASQUEIRO UNIDADE MUNICIPAL DE ENSINO;35235039;1;3;;1;0;0;;128;128;0;128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;0;18;0;0;0;0;0;0;0;0;0;18;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;60;13;59;6;50;0;0;0;104;24;0;0;0;0;128;0;0;0;0;128;61;67;0;0;0;0;0;0;128;61;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;13;5;0;0;18;13;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;LUCY MONTORO UNIDADE MUNICIPAL DE ENSINO;35235040;1;3;;1;0;0;;60;60;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;25;6;25;2;27;0;0;49;11;0;0;0;0;60;0;0;0;0;0;60;8;52;0;0;60;8;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;2;0;0;4;2;2;0;0;0;0;0;0;0;40;40;40;0;0;0;0;0;0;0;0;0;0;1;1;0;0;60;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;NOSSA SENHORA DE FATIMA UNIDADE MUNICIPAL DE ENSINO;35235052;1;3;;1;0;0;;98;98;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;0;0;0;0;0;0;0;0;0;0;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;47;1;52;6;39;0;0;92;6;0;0;0;0;98;0;0;0;0;0;98;19;79;0;0;98;19;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;6;0;0;8;2;6;0;0;0;0;0;0;0;58;58;58;0;0;0;0;0;0;0;0;0;0;5;5;0;0;97;1;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;SOFIA ZARZUR UNIDADE MUNICIPAL DE ENSINO;35235076;1;3;;1;0;0;;104;104;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;44;3;41;4;56;0;0;102;2;0;0;0;0;104;0;0;0;0;0;104;26;78;0;0;104;26;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;55;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;VILA SAO JOSE UNIDADE MUNICIPAL DE ENSINO;35235748;1;3;;1;0;0;;105;105;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0;0;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;53;18;43;9;35;0;0;96;9;0;0;0;0;105;0;0;0;0;0;105;36;69;0;0;105;36;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;1;0;0;5;4;1;0;0;0;0;0;0;0;14;14;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;0;0;0;0;0
2025;Sudeste;3;São Paulo;SP;35;Cubatão;3513504;São Paulo;3501;Santos;350002;Cubatão;351350405;;;ULYSSES GUIMARAES UNIDADE MUNICIPAL DE ENSINO;35243279;1;3;;1;0;0;;623;0;0;0;623;0;0;0;0;0;0;623;149;154;161;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;27;0;27;0;0;0;0;0;0;27;0;0;0;27;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;322;51;257;9;304;1;1;0;0;1;525;97;0;0;0;3;559;61;0;623;387;236;0;0;0;0;0;0;0;0;0;0;623;387;236;0;0;0;0;0;623;387;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;17;10;0;0;27;17;10;0;0;0;0;0;0;0;146;0;0;0;146;0;146;0;0;0;0;0;0;25;25;0;0;620;3;0;0;0;0
